mse_id,udyam_no,enterprise_name,org_type,gender_owner,social_category,specially_abled,state,district,pin_code,nic_5digit,major_activity,classification,employees,investment_lakh,description,products,ondc_domain,b2b_or_b2c,current_business_state,has_gstin,has_pan,has_catalogue,has_devices,has_printer,workshop_interest,language,mobile_number
MSE-01464,UDYAM-MH-17-3192320,Grace,Proprietary,Female,General,No,Maharashtra,Buldhana,428463,14101,Services,Micro,5,5.0,We manufacture kids garments and leather footwear in Buldhana. Supplying to local shops and traders for over 15 years.,kids garments|leather footwear|kurtis,RET12,B2C,Only offline,Yes,Yes,No,Yes,No,Yes,mr,9775617316
MSE-01465,UDYAM-TN-08-2260109,Shubham Labham Supermarket Llp,Limited Liability Partnership,Female,General,No,Tamil Nadu,Tiruchirappalli,380576,10309,Services,Small,10,50.0,"Small unit making dry fruits, spices and masala powders. Quality products at wholesale rates.",dry fruits|spices|masala powders,RET10,Both,Only offline,Yes,Yes,No,No,No,No,gu,9844070509
MSE-01466,UDYAM-AS-23-9718174,Chaitanya Welding Works,Proprietary,Male,General,No,Assam,Darrang,754503,23955,Manufacturing,Micro,3,5.0,We manufacture electrical wiring and sanitary fittings in Darrang. Supplying to local shops and traders for over 16 years.,electrical wiring|sanitary fittings|cement blocks,RET1C,B2C,Only offline,No,Yes,Yes,No,No,Yes,te,9785986635
MSE-01467,UDYAM-MH-02-0926583,Glamour Marketing,Proprietary,Male,OBC,No,Maharashtra,Aurangabad,328592,22209,Manufacturing,Micro,5,8.0,"Small unit making brass handicrafts, home decor items and bedsheets. Quality products at wholesale rates.",brass handicrafts|home decor items|bedsheets,RET16,Both,Only offline,Yes,Yes,Yes,Yes,No,Yes,en,9636342524
MSE-01468,UDYAM-DL-21-0902672,M/S Hotel Sonal,Proprietary,Male,General,No,Delhi,South West,534256,56101,Services,Micro,9,5.0,We manufacture beverages and sweets in South West. Supplying to local shops and traders for over 18 years.,beverages|sweets|catering food,RET11,B2C,Only offline,Yes,Yes,Yes,Yes,Yes,Yes,te,9763471434
MSE-01469,UDYAM-TG-13-8714727,Navnath Tea Stall,Proprietary,Male,General,No,Telangana,Hyderabad,662561,56102,Services,Micro,3,2.0,Navnath Tea Stall is a micro enterprise producing catering food. We want to sell online across India.,catering food|snacks|sweets,RET11,Both,Only offline,No,Yes,No,Yes,Yes,No,hi,9516140073
MSE-01470,UDYAM-RJ-29-1610504,Jay Gajanan Kirana Shop,Proprietary,Male,General,No,Rajasthan,Dholpur,131299,56291,Services,Micro,2,1.0,"Hum Dholpur mein tiffin meals aur sweets banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",tiffin meals|sweets|beverages,RET11,B2C,Only offline,No,Yes,No,No,Yes,Yes,hi,9309108567
MSE-01471,UDYAM-PB-12-3908048,Gunjan Footwear,Proprietary,Male,General,No,Punjab,Sas Nagar,380803,15201,Manufacturing,Micro,3,5.0,"Humari unit kurtis banati hai. 20 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",kurtis|leather footwear|artificial jewellery,RET12,B2B,Only online,Yes,Yes,No,Yes,No,No,hi,9119606924
MSE-01472,UDYAM-GJ-02-6908766,Siddha Digital,Partnership,Male,OBC,No,Gujarat,Ahmadabad,376672,18119,Manufacturing,Small,8,35.0,"Small unit making wooden furniture, stationery and brass handicrafts. Quality products at wholesale rates.",wooden furniture|stationery|brass handicrafts,RET16,B2C,Only offline,No,Yes,No,Yes,No,Yes,te,9362897348
MSE-01473,UDYAM-UP-17-8720529,Amba Caterers,Proprietary,Female,General,No,Uttar Pradesh,Mainpuri,593345,56292,Services,Micro,12,1.0,हम bakery items और snacks बनाते हैं। हमारा काम Mainpuri में है और हम ऑनलाइन बेचना चाहते हैं।,bakery items|snacks|catering food,RET11,Both,Only offline,No,Yes,No,Yes,Yes,Yes,te,9616329787
MSE-01474,UDYAM-KL-04-0669402,Tanveer Creation,Proprietary,Male,General,No,Kerala,Thrissur,690393,13999,Services,Micro,2,5.0,"Hum Thrissur mein handbags aur leather footwear banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",handbags|leather footwear|denim jeans,RET12,B2C,Only offline,No,Yes,No,Yes,No,No,hi,9770161216
MSE-01475,UDYAM-MH-20-7798301,Nagori Bismilla Tea And Sancks Point,Proprietary,Male,General,No,Maharashtra,Mumbai Suburban,141139,56102,Services,Micro,3,1.0,We manufacture bakery items and sweets in Mumbai Suburban. Supplying to local shops and traders for over 17 years.,bakery items|sweets|beverages,RET11,Both,Only offline,Yes,Yes,Yes,No,Yes,Yes,en,9776660468
MSE-01476,UDYAM-RJ-19-5251777,Om Sai Tiffin Center,Proprietary,Female,General,No,Rajasthan,Barmer,596328,56292,Services,Micro,5,2.0,हम catering food और beverages बनाते हैं। हमारा काम Barmer में है और हम ऑनलाइन बेचना चाहते हैं।,catering food|beverages|sweets,RET11,B2C,Both,No,Yes,No,Yes,Yes,Yes,en,9826685569
MSE-01477,UDYAM-DL-14-9098530,Bapurao Haldi Udyog,Proprietary,Male,General,No,Delhi,East,676175,10795,Manufacturing,Micro,3,3.0,"Small unit making spices, papad and jaggery. Quality products at wholesale rates.",spices|papad|jaggery,RET10,Both,Only offline,No,Yes,Yes,Yes,No,No,en,9443811463
MSE-01478,UDYAM-HR-16-1433119,Ankit Engineering,Proprietary,Male,General,No,Haryana,Karnal,581319,30923,Services,Micro,4,10.0,"Humari unit engine components banati hai. 3 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",engine components|car care products|two-wheeler accessories,RET1A,B2B,Only offline,No,Yes,No,Yes,No,No,te,9123175215
MSE-01479,UDYAM-RJ-27-1621552,New Santkrupa Elecrical,Proprietary,Female,OBC,No,Rajasthan,Jaipur,212396,25993,Manufacturing,Micro,2,2.0,New Santkrupa Elecrical is a micro enterprise producing industrial fittings. We want to sell online across India.,industrial fittings|fasteners|steel fabrication,RET1B,B2C,Only offline,Yes,Yes,No,No,No,No,gu,9934461239
MSE-01480,UDYAM-JH-24-4794157,Darjaa Wadewale,Proprietary,Male,General,No,Jharkhand,East Singhbhum,802573,56102,Services,Micro,7,7.0,We manufacture beverages and tiffin meals in East Singhbhum. Supplying to local shops and traders for over 12 years.,beverages|tiffin meals|snacks,RET11,Both,Only offline,No,Yes,Yes,No,No,Yes,en,9723579201
MSE-01481,UDYAM-BR-20-5112176,Savitri Nails & Wires,Proprietary,Male,General,No,Bihar,Banka,271470,25119,Manufacturing,Small,7,99.0,We manufacture machine parts and steel fabrication in Banka. Supplying to local shops and traders for over 14 years.,machine parts|steel fabrication|hand tools,RET1B,B2B,Both,No,No,Yes,No,No,Yes,hi,9945822848
MSE-01482,UDYAM-RJ-01-7846184,Classic Imitation And Jewellery Designing Work,Proprietary,Male,General,No,Rajasthan,Jaipur,184225,32119,Manufacturing,Micro,10,8.0,हम kids garments और cotton sarees बनाते हैं। हमारा काम Jaipur में है और हम ऑनलाइन बेचना चाहते हैं।,kids garments|cotton sarees|denim jeans,RET12,B2B,Both,Yes,Yes,No,Yes,Yes,No,hi,9461452226
MSE-01483,UDYAM-UK-21-6584217,Shri Shakti Shutters And Welding Works,Proprietary,Male,OBC,No,Uttarakhand,Nainital,739231,25111,Manufacturing,Micro,5,12.0,We manufacture machine parts and steel fabrication in Nainital. Supplying to local shops and traders for over 14 years.,machine parts|steel fabrication|industrial fittings,RET1B,Both,Only offline,No,Yes,No,Yes,No,No,hi,9852170583
MSE-01484,UDYAM-RJ-23-1104662,Yogiraj Bakers,Proprietary,Male,General,No,Rajasthan,Churu,659817,10712,Manufacturing,Micro,2,25.0,हम pickles और jaggery बनाते हैं। हमारा काम Churu में है और हम ऑनलाइन बेचना चाहते हैं।,pickles|jaggery|spices,RET10,B2B,Both,No,Yes,No,Yes,No,No,ta,9895740332
MSE-01485,UDYAM-PB-12-2512108,Shivshakati Collection,Proprietary,Male,General,No,Punjab,Amritsar,550912,13999,Manufacturing,Micro,2,2.0,We manufacture leather footwear and kids garments in Amritsar. Supplying to local shops and traders for over 13 years.,leather footwear|kids garments|denim jeans,RET12,B2B,Only offline,No,No,No,Yes,Yes,Yes,hi,9619657143
MSE-01486,UDYAM-WB-10-9189024,Akshata Sarees,Proprietary,Female,General,No,West Bengal,East Medinipur,199035,13999,Manufacturing,Micro,4,1.0,"Hum East Medinipur mein kurtis aur leather footwear banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",kurtis|leather footwear|cotton sarees,RET12,Both,Both,Yes,Yes,No,No,No,Yes,hi,9643333257
MSE-01487,UDYAM-AS-05-2680090,Mahalaxmi Stoars,Proprietary,Male,General,No,Assam,Tinsukia,648843,56291,Services,Micro,1,2.0,Mahalaxmi Stoars is a micro enterprise producing bakery items. We want to sell online across India.,bakery items|snacks|catering food,RET11,Both,Only offline,Yes,Yes,No,Yes,No,No,gu,9327365800
MSE-01488,UDYAM-GJ-13-6726166,Masjid Boutique,Proprietary,Male,General,No,Gujarat,Morbi,598221,13999,Services,Micro,2,4.0,We manufacture leather footwear and artificial jewellery in Morbi. Supplying to local shops and traders for over 14 years.,leather footwear|artificial jewellery|kids garments,RET12,B2C,Only offline,No,Yes,No,No,No,Yes,gu,9877571110
MSE-01489,UDYAM-MP-16-2914952,Sharddha Juice Centre,Proprietary,Male,General,No,Madhya Pradesh,Singrauli,187948,10304,Manufacturing,Micro,1,1.0,हम ghee और atta बनाते हैं। हमारा काम Singrauli में है और हम ऑनलाइन बेचना चाहते हैं।,ghee|atta|dry fruits,RET10,B2C,Only offline,No,No,No,Yes,No,Yes,gu,9875410978
MSE-01490,UDYAM-CH-33-5986437,Fish Factory,Proprietary,Female,General,No,Chandigarh,Chandigarh,711193,10205,Services,Micro,1,1.0,We manufacture ghee and spices in Chandigarh. Supplying to local shops and traders for over 18 years.,ghee|spices|pickles,RET10,B2B,Only offline,No,Yes,No,Yes,No,Yes,mr,9108386967
MSE-01491,UDYAM-MH-30-6139388,Sarthi Textile,Proprietary,Male,General,No,Maharashtra,Pune,389817,13121,Manufacturing,Micro,8,20.0,"Humari unit leather footwear banati hai. 3 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",leather footwear|handbags|kurtis,RET12,Both,Only offline,Yes,No,No,No,No,Yes,mr,9339636517
MSE-01492,UDYAM-RJ-08-9800422,K.G.N. Scrap   Senter  Kapsi,Proprietary,Male,General,No,Rajasthan,Salumbar,503286,15114,Services,Micro,1,1.0,हम artificial jewellery और denim jeans बनाते हैं। हमारा काम Salumbar में है और हम ऑनलाइन बेचना चाहते हैं।,artificial jewellery|denim jeans|cotton sarees,RET12,B2C,Only offline,No,Yes,No,Yes,No,Yes,mr,9640493097
MSE-01493,UDYAM-MP-05-9098785,Nisarga Chulha,Proprietary,Male,OBC,No,Madhya Pradesh,Chhindwara,509784,56101,Services,Micro,4,1.0,"Small unit making snacks, bakery items and sweets. Quality products at wholesale rates.",snacks|bakery items|sweets,RET11,B2B,Only offline,No,No,No,Yes,No,Yes,hi,9493461001
MSE-01494,UDYAM-DL-12-8011201,Just In Jeans World,Proprietary,Female,General,No,Delhi,North West,503554,14109,Manufacturing,Micro,2,5.0,Just In Jeans World is a micro enterprise producing kurtis. We want to sell online across India.,kurtis|denim jeans|kids garments,RET12,Both,Only offline,Yes,No,No,No,No,Yes,kn,9569301841
MSE-01495,UDYAM-UP-13-9367401,Yashodhan Enterprises,Proprietary,Male,SC,No,Uttar Pradesh,Pratapgarh,119392,27102,Manufacturing,Micro,4,6.0,Yashodhan Enterprises is a micro enterprise producing mixer grinders. We want to sell online across India.,mixer grinders|fans|water purifiers,RET15,B2B,Only offline,No,Yes,No,Yes,No,Yes,hi,9940174016
MSE-01496,UDYAM-TG-19-5529359,Kg Tools,Proprietary,Male,OBC,No,Telangana,Wanaparthy,750395,28221,Manufacturing,Micro,3,3.0,"Small unit making steel fabrication, hand tools and industrial fittings. Quality products at wholesale rates.",steel fabrication|hand tools|industrial fittings,RET1B,B2C,Only offline,No,No,No,Yes,No,Yes,mr,9165925354
MSE-01497,UDYAM-CG-22-2649784,Kuber Foods Sales Corporation,Proprietary,Female,General,No,Chhattisgarh,Balod,155404,56291,Services,Micro,2,1.0,हम bakery items और sweets बनाते हैं। हमारा काम Balod में है और हम ऑनलाइन बेचना चाहते हैं।,bakery items|sweets|beverages,RET11,B2C,Only offline,No,Yes,No,Yes,No,No,hi,9342064666
MSE-01498,UDYAM-MH-28-4010199,Jsr & Co.,Partnership,Female,General,No,Maharashtra,Sangli,680729,56102,Manufacturing,Micro,5,3.0,हम beverages और snacks बनाते हैं। हमारा काम Sangli में है और हम ऑनलाइन बेचना चाहते हैं।,beverages|snacks|tiffin meals,RET11,Both,Only offline,No,Yes,No,Yes,No,No,ta,9820484389
MSE-01499,UDYAM-TG-19-8614544,Nidhi Green Export,Proprietary,Male,General,No,Telangana,Hyderabad,832806,56291,Services,Micro,1,1.0,"Humari unit beverages banati hai. 2 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",beverages|snacks|catering food,RET11,B2C,Only offline,No,No,No,Yes,Yes,No,gu,9156836634
MSE-01500,UDYAM-UP-13-5564983,Raj Textiles,Hindu Undivided Family,Male,General,No,Uttar Pradesh,Gautam Buddha Nagar,373093,13131,Manufacturing,Micro,16,25.0,Raj Textiles is a micro enterprise producing denim jeans. We want to sell online across India.,denim jeans|handbags|kurtis,RET12,B2C,Only offline,No,Yes,No,Yes,Yes,Yes,hi,9429519534
MSE-01501,UDYAM-UP-31-0192250,Chemsci Innovation,Private Limited Company,Male,General,No,Uttar Pradesh,Gautam Buddha Nagar,605808,20232,Manufacturing,Micro,5,3.0,We manufacture face creams and herbal soaps in Gautam Buddha Nagar. Supplying to local shops and traders for over 12 years.,face creams|herbal soaps|hair oil,RET13,Both,Both,No,Yes,No,Yes,No,Yes,gu,9912456888
MSE-01502,UDYAM-MP-18-5069784,Monalisa Electricals,Proprietary,Female,General,No,Madhya Pradesh,Guna,559270,27900,Services,Micro,8,2.0,हम kitchen appliances और fans बनाते हैं। हमारा काम Guna में है और हम ऑनलाइन बेचना चाहते हैं।,kitchen appliances|fans|irons,RET15,B2C,Only offline,No,No,Yes,Yes,No,No,hi,9745368497
MSE-01503,UDYAM-MH-27-1827485,Anita Jaiswal,Proprietary,Female,General,No,Maharashtra,Osmanabad,138127,14101,Services,Micro,5,5.0,"Humari unit artificial jewellery banati hai. 2 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",artificial jewellery|handbags|leather footwear,RET12,Both,Only offline,Yes,Yes,No,Yes,No,Yes,mr,9641648267
MSE-01504,UDYAM-BR-27-6539591,Shri Datt Saw Mill,Proprietary,Male,General,No,Bihar,Begusarai,762328,16109,Manufacturing,Micro,5,15.0,हम stationery और curtains बनाते हैं। हमारा काम Begusarai में है और हम ऑनलाइन बेचना चाहते हैं।,stationery|curtains|bedsheets,RET16,B2C,Both,No,Yes,No,Yes,No,No,kn,9565304817
MSE-01505,UDYAM-TG-34-8114086,Urmila Hiralal Yadav,Proprietary,Female,General,No,Telangana,Hyderabad,808582,24109,Manufacturing,Micro,5,10.0,"Humari unit hand tools banati hai. 12 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",hand tools|industrial fittings|steel fabrication,RET1B,B2C,Only online,Yes,No,No,Yes,No,No,en,9440612585
MSE-01506,UDYAM-OD-15-6961183,Krutuja Tele Security Systems,Proprietary,Male,General,No,Odisha,Ganjam,353957,26409,Services,Micro,1,1.0,"Hum Ganjam mein LED lights aur computer peripherals banate hain. Achhi quality, sahi daam. Online bechna chahte hain.",LED lights|computer peripherals|speakers,RET14,B2C,Only offline,Yes,Yes,No,No,Yes,No,ta,9765871110
MSE-01507,UDYAM-UP-31-8047854,Shriniwas Threads,Proprietary,Male,OBC,No,Uttar Pradesh,Ballia,218529,13997,Manufacturing,Micro,4,25.0,"Small unit making leather footwear, denim jeans and handbags. Quality products at wholesale rates.",leather footwear|denim jeans|handbags,RET12,B2C,Only online,No,Yes,No,No,No,Yes,mr,9556028312
MSE-01508,UDYAM-MH-04-6203130,Arvi Fancy Ladies Tailor,Proprietary,Female,SC,No,Maharashtra,Mumbai Suburban,853388,14105,Services,Micro,2,1.0,"Small unit making kids garments, kurtis and leather footwear. Quality products at wholesale rates.",kids garments|kurtis|leather footwear,RET12,B2C,Both,Yes,No,Yes,No,No,Yes,bn,9464740351
MSE-01509,UDYAM-AP-04-4115134,Saina Enterprises,Proprietary,Male,General,No,Andhra Pradesh,Spsr Nellore,230522,15115,Services,Micro,10,2.0,हम cotton sarees और leather footwear बनाते हैं। हमारा काम Spsr Nellore में है और हम ऑनलाइन बेचना चाहते हैं।,cotton sarees|leather footwear|kurtis,RET12,B2C,Only online,Yes,No,No,Yes,No,Yes,hi,9554971924
MSE-01510,UDYAM-TN-31-9634939,Karma Readymade Garments,Society,Male,OBC,No,Tamil Nadu,Thiruvallur,481099,14101,Manufacturing,Micro,300,25.0,"Humari unit denim jeans banati hai. 2 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",denim jeans|cotton sarees|kurtis,RET12,B2B,Both,No,Yes,Yes,No,No,No,gu,9921220285
MSE-01511,UDYAM-UP-34-3196602,K P Creation,Proprietary,Male,General,No,Uttar Pradesh,Azamgarh,273084,14101,Manufacturing,Micro,6,4.0,We manufacture leather footwear and artificial jewellery in Azamgarh. Supplying to local shops and traders for over 16 years.,leather footwear|artificial jewellery|handbags,RET12,B2C,Both,No,Yes,No,Yes,No,No,gu,9975958692
MSE-01512,UDYAM-MH-08-3802846,Sudarshan Vadapav Centre,Proprietary,Male,General,No,Maharashtra,Palghar,483758,10791,Manufacturing,Micro,5,1.0,हम namkeen और pickles बनाते हैं। हमारा काम Palghar में है और हम ऑनलाइन बेचना चाहते हैं।,namkeen|pickles|masala powders,RET10,B2B,Only offline,Yes,Yes,Yes,Yes,Yes,No,en,9904273468
MSE-01513,UDYAM-BR-19-0447631,Hari Om Novelty Stationery And Imitation Jewellery,Proprietary,Male,General,No,Bihar,Jamui,202226,15122,Manufacturing,Micro,2,1.0,We manufacture cotton sarees and leather footwear in Jamui. Supplying to local shops and traders for over 15 years.,cotton sarees|leather footwear|handbags,RET12,B2C,Only offline,No,Yes,No,Yes,No,Yes,hi,9216928019
MSE-01514,UDYAM-MH-04-9347518,Yashada Enterprise,Proprietary,Female,General,No,Maharashtra,Aurangabad,483968,15122,Manufacturing,Micro,1,1.0,"Humari unit artificial jewellery banati hai. 10 saal se yeh kaam kar rahe hain, ab ONDC pe aana hai.",artificial jewellery|denim jeans|cotton sarees,RET12,B2C,Only offline,No,Yes,Yes,Yes,Yes,Yes,hi,9871942703
MSE-01515,UDYAM-AS-08-1981704,Biradar And Brothers Enterprises,Partnership,Male,General,No,Assam,Cachar,348655,56291,Services,Micro,5,1.0,Biradar And Brothers Enterprises is a micro enterprise producing tiffin meals. We want to sell online across India.,tiffin meals|bakery items|beverages,RET11,B2C,Only offline,No,Yes,Yes,Yes,No,Yes,hi,9893115982
